AREA,AGE_ADJUSTED_CI_LOWER,AGE_ADJUSTED_CI_UPPER,AGE_ADJUSTED_RATE,COUNT,EVENT_TYPE,POPULATION,RACE,SEX,SITE,YEAR,CRUDE_CI_LOWER,CRUDE_CI_UPPER,CRUDE_RATE
Oregon,187.9,196.9,192.4,7232,Mortality,3547376,All Races,Male and Female,All Cancer Sites Combined,2003,199.2,208.6,203.9
Oregon,184.4,193.2,188.8,7236,Mortality,3569463,All Races,Male and Female,All Cancer Sites Combined,2004,198.1,207.4,202.7
Oregon,182.5,191.1,186.8,7326,Mortality,3613202,All Races,Male and Female,All Cancer Sites Combined,2005,198.1,207.5,202.8
Oregon,177.2,185.6,181.4,7309,Mortality,3670883,All Races,Male and Female,All Cancer Sites Combined,2006,194.6,203.7,199.1
Oregon,174.6,182.9,178.7,7393,Mortality,3722417,All Races,Male and Female,All Cancer Sites Combined,2007,194.1,203.2,198.6
Oregon,172.8,180.9,176.8,7479,Mortality,3768748,All Races,Male and Female,All Cancer Sites Combined,2008,194.0,203.0,198.4
Oregon,168.5,176.5,172.5,7487,Mortality,3808600,All Races,Male and Female,All Cancer Sites Combined,2009,192.2,201.1,196.6
Oregon,168.9,176.8,172.8,7638,Mortality,3838048,All Races,Male and Female,All Cancer Sites Combined,2010,194.6,203.5,199.0
Oregon,168.5,176.4,172.4,7802,Mortality,3868031,All Races,Male and Female,All Cancer Sites Combined,2011,197.3,206.2,201.7
Oregon,164.4,172.1,168.2,7832,Mortality,3899116,All Races,Male and Female,All Cancer Sites Combined,2012,196.4,205.4,200.9
Oregon,159.8,167.2,163.4,7799,Mortality,3925751,All Races,Male and Female,All Cancer Sites Combined,2013,194.3,203.1,198.7
Oregon,156.8,164.1,160.4,7863,Mortality,3968371,All Races,Male and Female,All Cancer Sites Combined,2014,193.8,202.6,198.1
Oregon,156.8,164.0,160.4,8093,Mortality,4024634,All Races,Male and Female,All Cancer Sites Combined,2015,196.7,205.5,201.1
Pennsylvania,206.4,211.2,208.8,30311,Mortality,12263805,All Races,Male and Female,All Cancer Sites Combined,1999,244.4,250.0,247.2
Pennsylvania,203.6,208.3,206.0,30160,Mortality,12284173,All Races,Male and Female,All Cancer Sites Combined,2000,242.8,248.3,245.5
Pennsylvania,201.2,205.9,203.5,29913,Mortality,12298970,All Races,Male and Female,All Cancer Sites Combined,2001,240.5,246.0,243.2
Pennsylvania,199.0,203.6,201.3,29849,Mortality,12331031,All Races,Male and Female,All Cancer Sites Combined,2002,239.3,244.8,242.1
Pennsylvania,197.2,201.7,199.4,29839,Mortality,12374658,All Races,Male and Female,All Cancer Sites Combined,2003,238.4,243.9,241.1
Pennsylvania,193.4,197.9,195.7,29422,Mortality,12410722,All Races,Male and Female,All Cancer Sites Combined,2004,234.4,239.8,237.1
Pennsylvania,192.9,197.4,195.2,29615,Mortality,12449990,All Races,Male and Female,All Cancer Sites Combined,2005,235.2,240.6,237.9
Pennsylvania,188.1,192.5,190.3,29170,Mortality,12510809,All Races,Male and Female,All Cancer Sites Combined,2006,230.5,235.8,233.2
Pennsylvania,184.2,188.6,186.4,29013,Mortality,12563937,All Races,Male and Female,All Cancer Sites Combined,2007,228.3,233.6,230.9
Pennsylvania,181.9,186.2,184.1,28963,Mortality,12612285,All Races,Male and Female,All Cancer Sites Combined,2008,227.0,232.3,229.6
Pennsylvania,179.6,183.8,181.7,28879,Mortality,12666858,All Races,Male and Female,All Cancer Sites Combined,2009,225.4,230.6,228.0
Pennsylvania,178.4,182.7,180.5,29055,Mortality,12712343,All Races,Male and Female,All Cancer Sites Combined,2010,225.9,231.2,228.6
Pennsylvania,175.4,179.5,177.4,28895,Mortality,12744293,All Races,Male and Female,All Cancer Sites Combined,2011,224.1,229.4,226.7
Pennsylvania,172.8,176.9,174.9,28907,Mortality,12771854,All Races,Male and Female,All Cancer Sites Combined,2012,223.7,229.0,226.3
Pennsylvania,168.2,172.2,170.2,28512,Mortality,12781338,All Races,Male and Female,All Cancer Sites Combined,2013,220.5,225.7,223.1
Pennsylvania,167.2,171.2,169.1,28688,Mortality,12790565,All Races,Male and Female,All Cancer Sites Combined,2014,221.7,226.9,224.3
Pennsylvania,165.0,169.0,167.0,28693,Mortality,12791904,All Races,Male and Female,All Cancer Sites Combined,2015,221.7,226.9,224.3
Rhode Island,201.3,218.0,209.5,2463,Mortality,1040402,All Races,Male and Female,All Cancer Sites Combined,1999,227.5,246.3,236.7
Rhode Island,197.2,213.7,205.3,2433,Mortality,1050268,All Races,Male and Female,All Cancer Sites Combined,2000,222.5,241.0,231.7
Rhode Island,193.9,210.3,202.0,2398,Mortality,1057142,All Races,Male and Female,All Cancer Sites Combined,2001,217.8,236.1,226.8
Rhode Island,191.1,207.2,199.0,2403,Mortality,1065995,All Races,Male and Female,All Cancer Sites Combined,2002,216.5,234.6,225.4
Rhode Island,183.7,199.5,191.5,2328,Mortality,1071342,All Races,Male and Female,All Cancer Sites Combined,2003,208.6,226.3,217.3
Rhode Island,188.5,204.4,196.4,2418,Mortality,1074579,All Races,Male and Female,All Cancer Sites Combined,2004,216.1,234.2,225.0
Rhode Island,178.8,194.4,186.5,2291,Mortality,1067916,All Races,Male and Female,All Cancer Sites Combined,2005,205.8,223.5,214.5
Rhode Island,174.3,189.6,181.8,2250,Mortality,1063096,All Races,Male and Female,All Cancer Sites Combined,2006,203.0,220.6,211.6
Rhode Island,170.3,185.5,177.8,2213,Mortality,1057315,All Races,Male and Female,All Cancer Sites Combined,2007,200.7,218.2,209.3
Rhode Island,170.1,185.2,177.5,2227,Mortality,1055003,All Races,Male and Female,All Cancer Sites Combined,2008,202.4,220.0,211.1
Rhode Island,166.4,181.3,173.7,2220,Mortality,1053646,All Races,Male and Female,All Cancer Sites Combined,2009,202.0,219.6,210.7
Rhode Island,169.3,184.3,176.7,2266,Mortality,1053337,All Races,Male and Female,All Cancer Sites Combined,2010,206.4,224.2,215.1
Rhode Island,161.0,175.7,168.2,2170,Mortality,1052451,All Races,Male and Female,All Cancer Sites Combined,2011,197.6,215.0,206.2
Rhode Island,156.0,170.3,163.0,2148,Mortality,1052901,All Races,Male and Female,All Cancer Sites Combined,2012,195.5,212.8,204.0
Rhode Island,166.6,181.1,173.7,2326,Mortality,1053033,All Races,Male and Female,All Cancer Sites Combined,2013,212.0,230.0,220.9
Rhode Island,159.1,173.3,166.1,2242,Mortality,1054480,All Races,Male and Female,All Cancer Sites Combined,2014,203.9,221.6,212.6
Rhode Island,156.3,170.4,163.2,2226,Mortality,1055607,All Races,Male and Female,All Cancer Sites Combined,2015,202.2,219.8,210.9
South Carolina,207.4,216.7,212.1,8089,Mortality,3974682,All Races,Male and Female,All Cancer Sites Combined,1999,199.1,208.0,203.5
South Carolina,207.4,216.6,212.0,8250,Mortality,4024223,All Races,Male and Female,All Cancer Sites Combined,2000,200.6,209.5,205.0
South Carolina,204.1,213.2,208.6,8272,Mortality,4064995,All Races,Male and Female,All Cancer Sites Combined,2001,199.1,207.9,203.5
South Carolina,201.6,210.6,206.1,8333,Mortality,4107795,All Races,Male and Female,All Cancer Sites Combined,2002,198.5,207.3,202.9
South Carolina,200.3,209.1,204.7,8512,Mortality,4150297,All Races,Male and Female,All Cancer Sites Combined,2003,200.8,209.5,205.1
South Carolina,191.7,200.2,195.9,8348,Mortality,4210921,All Races,Male and Female,All Cancer Sites Combined,2004,194.0,202.5,198.2
South Carolina,194.1,202.5,198.3,8652,Mortality,4270150,All Races,Male and Female,All Cancer Sites Combined,2005,198.4,206.9,202.6
South Carolina,190.9,199.1,195.0,8853,Mortality,4357847,All Races,Male and Female,All Cancer Sites Combined,2006,198.9,207.4,203.2
South Carolina,184.5,192.4,188.4,8867,Mortality,4444110,All Races,Male and Female,All Cancer Sites Combined,2007,195.4,203.7,199.5
South Carolina,186.4,194.3,190.3,9199,Mortality,4528996,All Races,Male and Female,All Cancer Sites Combined,2008,199.0,207.3,203.1
South Carolina,179.1,186.7,182.8,9123,Mortality,4589872,All Races,Male and Female,All Cancer Sites Combined,2009,194.7,202.9,198.8
South Carolina,178.8,186.4,182.6,9356,Mortality,4635943,All Races,Male and Female,All Cancer Sites Combined,2010,197.7,205.9,201.8
South Carolina,178.6,186.0,182.3,9543,Mortality,4672637,All Races,Male and Female,All Cancer Sites Combined,2011,200.2,208.4,204.2
South Carolina,175.4,182.7,179.0,9728,Mortality,4720760,All Races,Male and Female,All Cancer Sites Combined,2012,202.0,210.2,206.1
South Carolina,170.6,177.7,174.1,9745,Mortality,4767894,All Races,Male and Female,All Cancer Sites Combined,2013,200.3,208.5,204.4
South Carolina,168.1,175.0,171.5,9930,Mortality,4828430,All Races,Male and Female,All Cancer Sites Combined,2014,201.6,209.7,205.7
South Carolina,163.5,170.2,166.8,9950,Mortality,4894834,All Races,Male and Female,All Cancer Sites Combined,2015,199.3,207.3,203.3
South Dakota,187.3,206.7,196.8,1632,Mortality,750412,All Races,Male and Female,All Cancer Sites Combined,1999,207.1,228.3,217.5
South Dakota,180.2,199.0,189.4,1597,Mortality,755844,All Races,Male and Female,All Cancer Sites Combined,2000,201.1,221.9,211.3
South Dakota,178.8,197.5,188.0,1590,Mortality,757972,All Races,Male and Female,All Cancer Sites Combined,2001,199.6,220.3,209.8
South Dakota,173.6,192.0,182.6,1562,Mortality,760020,All Races,Male and Female,All Cancer Sites Combined,2002,195.5,216.0,205.5
South Dakota,180.6,199.3,189.8,1636,Mortality,763729,All Races,Male and Female,All Cancer Sites Combined,2003,204.0,224.8,214.2
South Dakota,168.5,186.4,177.3,1555,Mortality,770396,All Races,Male and Female,All Cancer Sites Combined,2004,191.9,212.1,201.8
South Dakota,172.9,190.9,181.7,1612,Mortality,775493,All Races,Male and Female,All Cancer Sites Combined,2005,197.8,218.3,207.9
South Dakota,164.2,181.6,172.7,1570,Mortality,783033,All Races,Male and Female,All Cancer Sites Combined,2006,190.7,210.7,200.5
South Dakota,165.6,183.0,174.1,1612,Mortality,791623,All Races,Male and Female,All Cancer Sites Combined,2007,193.8,213.8,203.6
South Dakota,159.6,176.5,167.9,1570,Mortality,799124,All Races,Male and Female,All Cancer Sites Combined,2008,186.9,206.4,196.5
South Dakota,150.4,166.8,158.4,1503,Mortality,807067,All Races,Male and Female,All Cancer Sites Combined,2009,176.9,195.9,186.2
South Dakota,161.6,178.4,169.8,1655,Mortality,816325,All Races,Male and Female,All Cancer Sites Combined,2010,193.1,212.7,202.7
South Dakota,160.4,177.1,168.6,1665,Mortality,824398,All Races,Male and Female,All Cancer Sites Combined,2011,192.4,211.9,202.0
South Dakota,154.1,170.3,162.1,1630,Mortality,834441,All Races,Male and Female,All Cancer Sites Combined,2012,186.0,205.1,195.3
South Dakota,146.5,162.2,154.2,1577,Mortality,844922,All Races,Male and Female,All Cancer Sites Combined,2013,177.5,196.1,186.6
South Dakota,155.4,171.5,163.3,1698,Mortality,852561,All Races,Male and Female,All Cancer Sites Combined,2014,189.8,208.9,199.2
South Dakota,146.4,161.8,153.9,1640,Mortality,857919,All Races,Male and Female,All Cancer Sites Combined,2015,182.0,200.6,191.2
Tennessee,210.2,217.9,214.0,11941,Mortality,5638706,All Races,Male and Female,All Cancer Sites Combined,1999,208.0,215.6,211.8
Tennessee,214.1,221.9,218.0,12339,Mortality,5703719,All Races,Male and Female,All Cancer Sites Combined,2000,212.5,220.2,216.3
Tennessee,209.4,217.0,213.2,12229,Mortality,5750789,All Races,Male and Female,All Cancer Sites Combined,2001,208.9,216.5,212.6
Tennessee,211.2,218.8,215.0,12518,Mortality,5795918,All Races,Male and Female,All Cancer Sites Combined,2002,212.2,219.8,216.0
Tennessee,209.1,216.6,212.8,12613,Mortality,5847812,All Races,Male and Female,All Cancer Sites Combined,2003,211.9,219.5,215.7
Tennessee,204.8,212.1,208.4,12586,Mortality,5910809,All Races,Male and Female,All Cancer Sites Combined,2004,209.2,216.7,212.9
Tennessee,207.0,214.3,210.6,12995,Mortality,5991057,All Races,Male and Female,All Cancer Sites Combined,2005,213.2,220.7,216.9
Tennessee,201.5,208.6,205.0,13051,Mortality,6088766,All Races,Male and Female,All Cancer Sites Combined,2006,210.7,218.1,214.3
Tennessee,198.1,205.1,201.6,13161,Mortality,6175727,All Races,Male and Female,All Cancer Sites Combined,2007,209.5,216.8,213.1
Tennessee,193.7,200.5,197.1,13162,Mortality,6247411,All Races,Male and Female,All Cancer Sites Combined,2008,207.1,214.3,210.7
Tennessee,194.3,201.1,197.7,13482,Mortality,6306019,All Races,Male and Female,All Cancer Sites Combined,2009,210.2,217.4,213.8
Tennessee,191.4,198.0,194.7,13593,Mortality,6356671,All Races,Male and Female,All Cancer Sites Combined,2010,210.3,217.5,213.8
Tennessee,185.9,192.3,189.1,13562,Mortality,6397634,All Races,Male and Female,All Cancer Sites Combined,2011,208.4,215.6,212.0
Tennessee,184.6,191.0,187.8,13765,Mortality,6454306,All Races,Male and Female,All Cancer Sites Combined,2012,209.7,216.9,213.3
Tennessee,182.5,188.7,185.6,13953,Mortality,6494821,All Races,Male and Female,All Cancer Sites Combined,2013,211.3,218.4,214.8
Tennessee,181.2,187.4,184.3,14172,Mortality,6544663,All Races,Male and Female,All Cancer Sites Combined,2014,213.0,220.1,216.5
Tennessee,177.7,183.8,180.8,14214,Mortality,6595056,All Races,Male and Female,All Cancer Sites Combined,2015,212.0,219.1,215.5
Texas,194.5,198.8,196.6,32755,Mortality,20558220,All Races,Male and Female,All Cancer Sites Combined,1999,157.6,161.1,159.3
Texas,193.6,197.8,195.7,33300,Mortality,20944499,All Races,Male and Female,All Cancer Sites Combined,2000,157.3,160.7,159.0
Texas,191.0,195.2,193.1,33488,Mortality,21319622,All Races,Male and Female,All Cancer Sites Combined,2001,155.4,158.8,157.1
Texas,190.7,194.9,192.8,34164,Mortality,21690325,All Races,Male and Female,All Cancer Sites Combined,2002,155.8,159.2,157.5
Texas,184.7,188.7,186.6,33867,Mortality,22030931,All Races,Male and Female,All Cancer Sites Combined,2003,152.1,155.4,153.7
Texas,180.7,184.6,182.6,33937,Mortality,22394023,All Races,Male and Female,All Cancer Sites Combined,2004,149.9,153.2,151.5
Texas,177.6,181.4,179.5,34291,Mortality,22773020,All Races,Male and Female,All Cancer Sites Combined,2005,149.0,152.2,150.6
Texas,174.9,178.6,176.7,34938,Mortality,23359580,All Races,Male and Female,All Cancer Sites Combined,2006,148.0,151.1,149.6
Texas,170.4,174.1,172.3,35074,Mortality,23831983,All Races,Male and Female,All Cancer Sites Combined,2007,145.6,148.7,147.2
Texas,168.6,172.2,170.4,35712,Mortality,24309039,All Races,Male and Female,All Cancer Sites Combined,2008,145.4,148.4,146.9
Texas,163.1,166.6,164.8,35591,Mortality,24801761,All Races,Male and Female,All Cancer Sites Combined,2009,142.0,145.0,143.5
Texas,163.4,166.8,165.1,36717,Mortality,25244310,All Races,Male and Female,All Cancer Sites Combined,2010,144.0,146.9,145.4
Texas,160.9,164.2,162.5,37351,Mortality,25646389,All Races,Male and Female,All Cancer Sites Combined,2011,144.2,147.1,145.6
Texas,158.7,162.0,160.4,38142,Mortality,26071655,All Races,Male and Female,All Cancer Sites Combined,2012,144.8,147.8,146.3
Texas,155.5,158.7,157.1,38412,Mortality,26473525,All Races,Male and Female,All Cancer Sites Combined,2013,143.6,146.6,145.1
Texas,151.8,154.9,153.3,38847,Mortality,26944751,All Races,Male and Female,All Cancer Sites Combined,2014,142.7,145.6,144.2
Texas,148.1,151.2,149.6,39120,Mortality,27429639,All Races,Male and Female,All Cancer Sites Combined,2015,141.2,144.0,142.6
Utah,149.7,162.3,155.9,2393,Mortality,2203482,All Races,Male and Female,All Cancer Sites Combined,1999,104.3,113.0,108.6
Utah,144.3,156.5,150.3,2358,Mortality,2244502,All Races,Male and Female,All Cancer Sites Combined,2000,100.9,109.4,105.1
Utah,138.6,150.5,144.5,2313,Mortality,2283715,All Races,Male and Female,All Cancer Sites Combined,2001,97.2,105.5,101.3
Utah,138.8,150.5,144.6,2376,Mortality,2324815,All Races,Male and Female,All Cancer Sites Combined,2002,98.1,106.4,102.2
Utah,139.2,150.8,144.9,2444,Mortality,2360137,All Races,Male and Female,All Cancer Sites Combined,2003,99.5,107.7,103.6
Utah,135.5,146.8,141.0,2445,Mortality,2401580,All Races,Male and Female,All Cancer Sites Combined,2004,97.8,105.9,101.8
Utah,135.5,146.6,141.0,2520,Mortality,2457719,All Races,Male and Female,All Cancer Sites Combined,2005,98.6,106.6,102.5
Utah,134.9,145.7,140.2,2615,Mortality,2525507,All Races,Male and Female,All Cancer Sites Combined,2006,99.6,107.6,103.5
Utah,128.4,138.9,133.6,2572,Mortality,2597746,All Races,Male and Female,All Cancer Sites Combined,2007,95.2,102.9,99.0
Utah,120.8,130.9,125.8,2492,Mortality,2663029,All Races,Male and Female,All Cancer Sites Combined,2008,89.9,97.3,93.6
Utah,120.0,129.8,124.9,2555,Mortality,2723421,All Races,Male and Female,All Cancer Sites Combined,2009,90.2,97.5,93.8
Utah,128.0,138.0,133.0,2810,Mortality,2775326,All Races,Male and Female,All Cancer Sites Combined,2010,97.5,105.1,101.2
Utah,120.9,130.5,125.6,2746,Mortality,2816124,All Races,Male and Female,All Cancer Sites Combined,2011,93.9,101.2,97.5
Utah,124.1,133.7,128.8,2876,Mortality,2855782,All Races,Male and Female,All Cancer Sites Combined,2012,97.1,104.5,100.7
Utah,123.5,132.8,128.1,2971,Mortality,2902663,All Races,Male and Female,All Cancer Sites Combined,2013,98.7,106.1,102.4
Utah,123.2,132.5,127.8,3042,Mortality,2941836,All Races,Male and Female,All Cancer Sites Combined,2014,99.8,107.1,103.4
Utah,121.5,130.6,126.0,3091,Mortality,2990632,All Races,Male and Female,All Cancer Sites Combined,2015,99.7,107.1,103.4
Vermont,192.8,215.5,203.9,1255,Mortality,604683,All Races,Male and Female,All Cancer Sites Combined,1999,196.2,219.4,207.5
Vermont,186.6,208.8,197.5,1240,Mortality,609618,All Races,Male and Female,All Cancer Sites Combined,2000,192.2,215.1,203.4
Vermont,185.5,207.4,196.2,1249,Mortality,612223,All Races,Male and Female,All Cancer Sites Combined,2001,192.9,215.6,204.0
Vermont,178.0,199.4,188.5,1224,Mortality,615442,All Races,Male and Female,All Cancer Sites Combined,2002,187.9,210.3,198.9
Vermont,173.7,194.7,183.9,1210,Mortality,617858,All Races,Male and Female,All Cancer Sites Combined,2003,185.0,207.2,195.8
Vermont,170.0,190.6,180.1,1212,Mortality,619920,All Races,Male and Female,All Cancer Sites Combined,2004,184.7,206.8,195.5
Vermont,166.2,186.5,176.1,1202,Mortality,621215,All Races,Male and Female,All Cancer Sites Combined,2005,182.7,204.7,193.5
Vermont,163.5,183.4,173.2,1214,Mortality,622892,All Races,Male and Female,All Cancer Sites Combined,2006,184.1,206.2,194.9
Vermont,178.6,199.2,188.7,1346,Mortality,623481,All Races,Male and Female,All Cancer Sites Combined,2007,204.5,227.7,215.9
Vermont,166.5,186.3,176.2,1279,Mortality,624151,All Races,Male and Female,All Cancer Sites Combined,2008,193.8,216.5,204.9
Vermont,159.8,179.0,169.2,1254,Mortality,624817,All Races,Male and Female,All Cancer Sites Combined,2009,189.7,212.1,200.7
Vermont,172.9,192.6,182.6,1392,Mortality,625982,All Races,Male and Female,All Cancer Sites Combined,2010,210.8,234.4,222.4
Vermont,166.4,185.7,175.8,1347,Mortality,626730,All Races,Male and Female,All Cancer Sites Combined,2011,203.6,226.7,214.9
Vermont,155.7,174.1,164.7,1325,Mortality,626444,All Races,Male and Female,All Cancer Sites Combined,2012,200.3,223.2,211.5
Vermont,155.3,173.7,164.3,1318,Mortality,627140,All Races,Male and Female,All Cancer Sites Combined,2013,199.0,221.8,210.2
Vermont,158.9,177.3,167.9,1379,Mortality,626984,All Races,Male and Female,All Cancer Sites Combined,2014,208.5,231.9,219.9
Vermont,156.6,174.6,165.4,1399,Mortality,626088,All Races,Male and Female,All Cancer Sites Combined,2015,211.9,235.5,223.5
Virginia,206.0,213.1,209.5,13365,Mortality,7000174,All Races,Male and Female,All Cancer Sites Combined,1999,187.7,194.2,190.9
Virginia,204.4,211.5,207.9,13528,Mortality,7105817,All Races,Male and Female,All Cancer Sites Combined,2000,187.2,193.6,190.4
Virginia,197.4,204.2,200.8,13345,Mortality,7198362,All Races,Male and Female,All Cancer Sites Combined,2001,182.3,188.6,185.4
Virginia,197.0,203.8,200.3,13600,Mortality,7286873,All Races,Male and Female,All Cancer Sites Combined,2002,183.5,189.8,186.6
Virginia,195.2,201.8,198.5,13781,Mortality,7366977,All Races,Male and Female,All Cancer Sites Combined,2003,184.0,190.2,187.1
Virginia,185.8,192.2,189.0,13384,Mortality,7475575,All Races,Male and Female,All Cancer Sites Combined,2004,176.0,182.1,179.0
Virginia,187.4,193.8,190.6,13877,Mortality,7577105,All Races,Male and Female,All Cancer Sites Combined,2005,180.1,186.2,183.1
Virginia,182.7,189.0,185.8,13828,Mortality,7673725,All Races,Male and Female,All Cancer Sites Combined,2006,177.2,183.2,180.2
Virginia,181.1,187.3,184.1,14009,Mortality,7751000,All Races,Male and Female,All Cancer Sites Combined,2007,177.8,183.8,180.7
Virginia,176.4,182.4,179.4,13983,Mortality,7833496,All Races,Male and Female,All Cancer Sites Combined,2008,175.6,181.5,178.5
Virginia,173.5,179.4,176.4,14122,Mortality,7925937,All Races,Male and Female,All Cancer Sites Combined,2009,175.2,181.1,178.2
Virginia,168.9,174.6,171.7,14078,Mortality,8025773,All Races,Male and Female,All Cancer Sites Combined,2010,172.5,178.3,175.4
Virginia,167.9,173.6,170.8,14374,Mortality,8110035,All Races,Male and Female,All Cancer Sites Combined,2011,174.4,180.2,177.2
Virginia,162.5,168.0,165.2,14294,Mortality,8192048,All Races,Male and Female,All Cancer Sites Combined,2012,171.6,177.4,174.5
Virginia,159.7,165.1,162.3,14414,Mortality,8262692,All Races,Male and Female,All Cancer Sites Combined,2013,171.6,177.3,174.4
Virginia,159.0,164.3,161.6,14749,Mortality,8317372,All Races,Male and Female,All Cancer Sites Combined,2014,174.5,180.2,177.3
Virginia,157.0,162.3,159.6,14947,Mortality,8367587,All Races,Male and Female,All Cancer Sites Combined,2015,175.8,181.5,178.6
Washington,194.8,202.4,198.6,10653,Mortality,5842564,All Races,Male and Female,All Cancer Sites Combined,1999,178.9,185.8,182.3
Washington,191.6,199.1,195.3,10668,Mortality,5910512,All Races,Male and Female,All Cancer Sites Combined,2000,177.1,184.0,180.5
Washington,190.7,198.0,194.3,10802,Mortality,5985722,All Races,Male and Female,All Cancer Sites Combined,2001,177.1,183.9,180.5
Washington,187.2,194.4,190.8,10858,Mortality,6052349,All Races,Male and Female,All Cancer Sites Combined,2002,176.0,182.8,179.4
Washington,187.2,194.3,190.7,11064,Mortality,6104115,All Races,Male and Female,All Cancer Sites Combined,2003,177.9,184.7,181.3
Washington,181.5,188.4,184.9,10989,Mortality,6178645,All Races,Male and Female,All Cancer Sites Combined,2004,174.5,181.2,177.9
Washington,178.0,184.8,181.4,11048,Mortality,6257305,All Races,Male and Female,All Cancer Sites Combined,2005,173.3,179.9,176.6
Washington,172.6,179.2,175.9,11055,Mortality,6370753,All Races,Male and Female,All Cancer Sites Combined,2006,170.3,176.8,173.5
Washington,176.1,182.8,179.4,11568,Mortality,6461587,All Races,Male and Female,All Cancer Sites Combined,2007,175.8,182.3,179.0
Washington,172.7,179.2,175.9,11618,Mortality,6562231,All Races,Male and Female,All Cancer Sites Combined,2008,173.8,180.3,177.0
Washington,171.9,178.3,175.1,11922,Mortality,6667426,All Races,Male and Female,All Cancer Sites Combined,2009,175.6,182.0,178.8
Washington,166.5,172.8,169.6,11874,Mortality,6743226,All Races,Male and Female,All Cancer Sites Combined,2010,172.9,179.3,176.1
Washington,163.8,169.9,166.8,12002,Mortality,6822520,All Races,Male and Female,All Cancer Sites Combined,2011,172.8,179.1,175.9
Washington,158.8,164.8,161.8,11951,Mortality,6895226,All Races,Male and Female,All Cancer Sites Combined,2012,170.2,176.5,173.3
Washington,153.5,159.3,156.4,11928,Mortality,6968006,All Races,Male and Female,All Cancer Sites Combined,2013,168.1,174.3,171.2
Washington,152.7,158.4,155.5,12205,Mortality,7054196,All Races,Male and Female,All Cancer Sites Combined,2014,170.0,176.1,173.0
Washington,154.0,159.6,156.7,12687,Mortality,7160290,All Races,Male and Female,All Cancer Sites Combined,2015,174.1,180.3,177.2
West Virginia,218.1,230.9,224.4,4762,Mortality,1811799,All Races,Male and Female,All Cancer Sites Combined,1999,255.4,270.4,262.8
West Virginia,216.4,229.2,222.7,4753,Mortality,1807021,All Races,Male and Female,All Cancer Sites Combined,2000,255.6,270.6,263.0
West Virginia,212.3,224.9,218.5,4685,Mortality,1801481,All Races,Male and Female,All Cancer Sites Combined,2001,252.7,267.6,260.1
West Virginia,208.6,221.0,214.7,4652,Mortality,1805414,All Races,Male and Female,All Cancer Sites Combined,2002,250.3,265.2,257.7
West Virginia,205.2,217.5,211.2,4610,Mortality,1812295,All Races,Male and Female,All Cancer Sites Combined,2003,247.1,261.8,254.4
West Virginia,206.2,218.5,212.3,4694,Mortality,1816438,All Races,Male and Female,All Cancer Sites Combined,2004,251.1,265.9,258.4
West Virginia,201.7,213.8,207.6,4617,Mortality,1820492,All Races,Male and Female,All Cancer Sites Combined,2005,246.3,261.0,253.6
West Virginia,198.1,210.0,204.0,4613,Mortality,1827912,All Races,Male and Female,All Cancer Sites Combined,2006,245.1,259.8,252.4
West Virginia,198.5,210.3,204.3,4690,Mortality,1834052,All Races,Male and Female,All Cancer Sites Combined,2007,248.5,263.1,255.7
West Virginia,192.2,203.8,197.9,4605,Mortality,1840310,All Races,Male and Female,All Cancer Sites Combined,2008,243.1,257.6,250.2
West Virginia,197.5,209.3,203.3,4786,Mortality,1847775,All Races,Male and Female,All Cancer Sites Combined,2009,251.7,266.5,259.0
West Virginia,190.9,202.4,196.6,4685,Mortality,1854230,All Races,Male and Female,All Cancer Sites Combined,2010,245.5,260.0,252.7
West Virginia,194.0,205.5,199.7,4782,Mortality,1854972,All Races,Male and Female,All Cancer Sites Combined,2011,250.5,265.2,257.8
West Virginia,185.6,196.9,191.2,4684,Mortality,1856560,All Races,Male and Female,All Cancer Sites Combined,2012,245.1,259.6,252.3
West Virginia,185.1,196.3,190.7,4718,Mortality,1853231,All Races,Male and Female,All Cancer Sites Combined,2013,247.4,262.0,254.6
West Virginia,189.1,200.3,194.6,4880,Mortality,1848514,All Races,Male and Female,All Cancer Sites Combined,2014,256.6,271.5,264.0
West Virginia,184.3,195.3,189.7,4839,Mortality,1841053,All Races,Male and Female,All Cancer Sites Combined,2015,255.5,270.4,262.8
Wisconsin,191.5,198.9,195.1,10755,Mortality,5332666,All Races,Male and Female,All Cancer Sites Combined,1999,197.9,205.5,201.7
Wisconsin,187.1,194.4,190.7,10638,Mortality,5373999,All Races,Male and Female,All Cancer Sites Combined,2000,194.2,201.8,198.0
Wisconsin,187.4,194.7,191.0,10777,Mortality,5406835,All Races,Male and Female,All Cancer Sites Combined,2001,195.6,203.1,199.3
Wisconsin,185.9,193.1,189.5,10828,Mortality,5445162,All Races,Male and Female,All Cancer Sites Combined,2002,195.1,202.6,198.9
Wisconsin,179.6,186.6,183.1,10648,Mortality,5479203,All Races,Male and Female,All Cancer Sites Combined,2003,190.7,198.1,194.3
Wisconsin,181.1,188.1,184.6,10861,Mortality,5514026,All Races,Male and Female,All Cancer Sites Combined,2004,193.3,200.7,197.0
Wisconsin,179.5,186.4,182.9,10943,Mortality,5546166,All Races,Male and Female,All Cancer Sites Combined,2005,193.6,201.0,197.3
Wisconsin,176.7,183.6,180.1,10925,Mortality,5577655,All Races,Male and Female,All Cancer Sites Combined,2006,192.2,199.6,195.9
