AREA,AGE_ADJUSTED_CI_LOWER,AGE_ADJUSTED_CI_UPPER,AGE_ADJUSTED_RATE,COUNT,EVENT_TYPE,POPULATION,RACE,SEX,SITE,YEAR,CRUDE_CI_LOWER,CRUDE_CI_UPPER,CRUDE_RATE
New Hampshire,494.3,519.6,506.8,6215,Incidence,1239882,All Races,Male and Female,All Cancer Sites Combined,2000,488.9,513.9,501.3
New Hampshire,508.9,534.4,521.5,6515,Incidence,1255517,All Races,Male and Female,All Cancer Sites Combined,2001,506.4,531.7,518.9
New Hampshire,525.2,550.9,537.9,6864,Incidence,1269089,All Races,Male and Female,All Cancer Sites Combined,2002,528.1,553.8,540.9
New Hampshire,505.2,530.2,517.6,6756,Incidence,1279840,All Races,Male and Female,All Cancer Sites Combined,2003,515.4,540.6,527.9
New Hampshire,512.0,536.9,524.3,7008,Incidence,1290121,All Races,Male and Female,All Cancer Sites Combined,2004,530.6,556.1,543.2
New Hampshire,519.3,544.1,531.6,7247,Incidence,1298492,All Races,Male and Female,All Cancer Sites Combined,2005,545.3,571.1,558.1
New Hampshire,508.4,532.6,520.4,7295,Incidence,1308389,All Races,Male and Female,All Cancer Sites Combined,2006,544.8,570.5,557.6
New Hampshire,506.7,530.7,518.6,7459,Incidence,1312540,All Races,Male and Female,All Cancer Sites Combined,2007,555.5,581.3,568.3
New Hampshire,514.3,538.3,526.2,7739,Incidence,1315906,All Races,Male and Female,All Cancer Sites Combined,2008,575.1,601.4,588.1
New Hampshire,500.7,524.1,512.3,7707,Incidence,1316102,All Races,Male and Female,All Cancer Sites Combined,2009,572.6,598.8,585.6
New Hampshire,494.1,517.1,505.5,7799,Incidence,1316872,All Races,Male and Female,All Cancer Sites Combined,2010,579.2,605.5,592.2
New Hampshire,505.4,528.7,516.9,8076,Incidence,1318473,All Races,Male and Female,All Cancer Sites Combined,2011,599.2,626.0,612.5
New Hampshire,480.4,502.8,491.5,7855,Incidence,1321182,All Races,Male and Female,All Cancer Sites Combined,2012,581.5,607.8,594.5
New Hampshire,481.1,503.3,492.1,8093,Incidence,1322687,All Races,Male and Female,All Cancer Sites Combined,2013,598.6,625.3,611.9
New Hampshire,465.4,487.0,476.1,8030,Incidence,1328743,All Races,Male and Female,All Cancer Sites Combined,2014,591.2,617.7,604.3
New Hampshire,455.9,477.2,466.4,7978,Incidence,1330111,All Races,Male and Female,All Cancer Sites Combined,2015,586.7,613.1,599.8
New Jersey,514.5,524.1,519.3,45011,Incidence,8359592,All Races,Male and Female,All Cancer Sites Combined,1999,533.5,543.4,538.4
New Jersey,521.0,530.6,525.8,46100,Incidence,8430621,All Races,Male and Female,All Cancer Sites Combined,2000,541.8,551.8,546.8
New Jersey,541.7,551.5,546.6,48372,Incidence,8492671,All Races,Male and Female,All Cancer Sites Combined,2001,564.5,574.7,569.6
New Jersey,531.1,540.7,535.9,48027,Incidence,8552643,All Races,Male and Female,All Cancer Sites Combined,2002,556.5,566.6,561.5
New Jersey,506.7,516.1,511.4,46356,Incidence,8601402,All Races,Male and Female,All Cancer Sites Combined,2003,534.0,543.9,538.9
New Jersey,505.7,515.0,510.4,46689,Incidence,8634561,All Races,Male and Female,All Cancer Sites Combined,2004,535.8,545.6,540.7
New Jersey,506.3,515.6,510.9,47109,Incidence,8651974,All Races,Male and Female,All Cancer Sites Combined,2005,539.6,549.4,544.5
New Jersey,518.9,528.3,523.6,48735,Incidence,8661679,All Races,Male and Female,All Cancer Sites Combined,2006,557.7,567.7,562.7
New Jersey,519.0,528.3,523.6,49373,Incidence,8677885,All Races,Male and Female,All Cancer Sites Combined,2007,563.9,574.0,569.0
New Jersey,510.5,519.7,515.1,49296,Incidence,8711090,All Races,Male and Female,All Cancer Sites Combined,2008,560.9,570.9,565.9
New Jersey,508.3,517.4,512.8,49804,Incidence,8755602,All Races,Male and Female,All Cancer Sites Combined,2009,563.8,573.8,568.8
New Jersey,494.4,503.4,498.9,49255,Incidence,8803729,All Races,Male and Female,All Cancer Sites Combined,2010,554.5,564.4,559.5
New Jersey,497.2,506.2,501.7,50146,Incidence,8841243,All Races,Male and Female,All Cancer Sites Combined,2011,562.2,572.2,567.2
New Jersey,484.6,493.4,489.0,49720,Incidence,8873211,All Races,Male and Female,All Cancer Sites Combined,2012,555.4,565.3,560.3
New Jersey,485.6,494.3,489.9,50589,Incidence,8899162,All Races,Male and Female,All Cancer Sites Combined,2013,563.5,573.4,568.5
New Jersey,474.8,483.3,479.1,50245,Incidence,8925001,All Races,Male and Female,All Cancer Sites Combined,2014,558.1,567.9,563.0
New Jersey,475.3,483.8,479.5,51099,Incidence,8935421,All Races,Male and Female,All Cancer Sites Combined,2015,566.9,576.9,571.9
New Mexico,421.5,441.4,431.4,7298,Incidence,1808082,All Races,Male and Female,All Cancer Sites Combined,1999,394.4,413.0,403.6
New Mexico,410.3,429.7,419.9,7273,Incidence,1821204,All Races,Male and Female,All Cancer Sites Combined,2000,390.2,408.6,399.4
New Mexico,423.2,442.6,432.8,7674,Incidence,1831690,All Races,Male and Female,All Cancer Sites Combined,2001,409.6,428.4,419.0
New Mexico,424.6,443.8,434.1,7889,Incidence,1855309,All Races,Male and Female,All Cancer Sites Combined,2002,415.9,434.7,425.2
New Mexico,411.2,429.9,420.5,7842,Incidence,1877574,All Races,Male and Female,All Cancer Sites Combined,2003,408.5,427.0,417.7
New Mexico,422.3,441.1,431.6,8261,Incidence,1903808,All Races,Male and Female,All Cancer Sites Combined,2004,424.6,443.4,433.9
New Mexico,411.9,430.3,421.0,8286,Incidence,1932274,All Races,Male and Female,All Cancer Sites Combined,2005,419.6,438.2,428.8
New Mexico,408.3,426.3,417.2,8501,Incidence,1962137,All Races,Male and Female,All Cancer Sites Combined,2006,424.1,442.6,433.3
New Mexico,411.4,429.2,420.2,8800,Incidence,1990070,All Races,Male and Female,All Cancer Sites Combined,2007,433.0,451.5,442.2
New Mexico,411.6,429.3,420.4,9019,Incidence,2010662,All Races,Male and Female,All Cancer Sites Combined,2008,439.3,457.9,448.6
New Mexico,403.4,420.7,412.0,9078,Incidence,2036802,All Races,Male and Female,All Cancer Sites Combined,2009,436.6,455.0,445.7
New Mexico,390.5,407.3,398.9,9049,Incidence,2064756,All Races,Male and Female,All Cancer Sites Combined,2010,429.3,447.4,438.3
New Mexico,376.1,392.5,384.2,8914,Incidence,2077756,All Races,Male and Female,All Cancer Sites Combined,2011,420.2,438.0,429.0
New Mexico,370.0,386.1,378.0,8894,Incidence,2083784,All Races,Male and Female,All Cancer Sites Combined,2012,418.0,435.8,426.8
New Mexico,366.5,382.4,374.4,8977,Incidence,2085193,All Races,Male and Female,All Cancer Sites Combined,2013,421.7,439.5,430.5
New Mexico,367.8,383.7,375.7,9150,Incidence,2083024,All Races,Male and Female,All Cancer Sites Combined,2014,430.3,448.4,439.3
New Mexico,358.5,374.1,366.2,9091,Incidence,2080328,All Races,Male and Female,All Cancer Sites Combined,2015,428.1,446.1,437.0
New York,491.0,497.3,494.1,94391,Incidence,18882725,All Races,Male and Female,All Cancer Sites Combined,1999,496.7,503.1,499.9
New York,498.4,504.7,501.6,97140,Incidence,19001780,All Races,Male and Female,All Cancer Sites Combined,2000,508.0,514.4,511.2
New York,498.2,504.5,501.4,98099,Incidence,19082838,All Races,Male and Female,All Cancer Sites Combined,2001,510.9,517.3,514.1
New York,498.4,504.6,501.5,99308,Incidence,19137800,All Races,Male and Female,All Cancer Sites Combined,2002,515.7,522.1,518.9
New York,494.0,500.1,497.0,99454,Incidence,19175939,All Races,Male and Female,All Cancer Sites Combined,2003,515.4,521.9,518.6
New York,494.0,500.2,497.1,100399,Incidence,19171567,All Races,Male and Female,All Cancer Sites Combined,2004,520.5,526.9,523.7
New York,497.4,503.6,500.5,101845,Incidence,19132610,All Races,Male and Female,All Cancer Sites Combined,2005,529.0,535.6,532.3
New York,508.8,515.0,511.9,104806,Incidence,19104631,All Races,Male and Female,All Cancer Sites Combined,2006,545.3,551.9,548.6
New York,511.2,517.4,514.3,106636,Incidence,19132335,All Races,Male and Female,All Cancer Sites Combined,2007,554.0,560.7,557.4
New York,512.8,519.0,515.9,108367,Incidence,19212436,All Races,Male and Female,All Cancer Sites Combined,2008,560.7,567.4,564.0
New York,508.5,514.6,511.6,109038,Incidence,19307066,All Races,Male and Female,All Cancer Sites Combined,2009,561.4,568.1,564.8
New York,491.5,497.5,494.5,106851,Incidence,19402640,All Races,Male and Female,All Cancer Sites Combined,2010,547.4,554.0,550.7
New York,501.3,507.3,504.3,110766,Incidence,19519529,All Races,Male and Female,All Cancer Sites Combined,2011,564.1,570.8,567.5
New York,481.4,487.3,484.4,107904,Incidence,19602769,All Races,Male and Female,All Cancer Sites Combined,2012,547.2,553.7,550.5
New York,490.0,495.9,492.9,111352,Incidence,19673546,All Races,Male and Female,All Cancer Sites Combined,2013,562.7,569.3,566.0
New York,479.0,484.8,481.9,110502,Incidence,19718515,All Races,Male and Female,All Cancer Sites Combined,2014,557.1,563.7,560.4
New York,479.1,484.9,482.0,111951,Incidence,19747183,All Races,Male and Female,All Cancer Sites Combined,2015,563.6,570.3,566.9
North Carolina,437.3,446.7,442.0,34414,Incidence,7949361,All Races,Male and Female,All Cancer Sites Combined,1999,428.4,437.5,432.9
North Carolina,454.0,463.5,458.7,36409,Incidence,8081614,All Races,Male and Female,All Cancer Sites Combined,2000,445.9,455.2,450.5
North Carolina,457.4,466.8,462.1,37344,Incidence,8210122,All Races,Male and Female,All Cancer Sites Combined,2001,450.3,459.5,454.9
North Carolina,455.0,464.2,459.6,38085,Incidence,8326201,All Races,Male and Female,All Cancer Sites Combined,2002,452.8,462.0,457.4
North Carolina,452.9,462.1,457.5,38853,Incidence,8422501,All Races,Male and Female,All Cancer Sites Combined,2003,456.7,465.9,461.3
North Carolina,474.7,484.0,479.3,41627,Incidence,8553152,All Races,Male and Female,All Cancer Sites Combined,2004,482.0,491.4,486.7
North Carolina,487.0,496.3,491.7,43904,Incidence,8705407,All Races,Male and Female,All Cancer Sites Combined,2005,499.6,509.1,504.3
North Carolina,484.0,493.1,488.5,45177,Incidence,8917270,All Races,Male and Female,All Cancer Sites Combined,2006,502.0,511.3,506.6
North Carolina,487.6,496.6,492.1,47064,Incidence,9118037,All Races,Male and Female,All Cancer Sites Combined,2007,511.5,520.8,516.2
North Carolina,483.4,492.2,487.8,48105,Incidence,9309449,All Races,Male and Female,All Cancer Sites Combined,2008,512.1,521.4,516.7
North Carolina,491.2,500.0,495.5,50090,Incidence,9449566,All Races,Male and Female,All Cancer Sites Combined,2009,525.4,534.7,530.1
North Carolina,479.1,487.7,483.3,50154,Incidence,9558915,All Races,Male and Female,All Cancer Sites Combined,2010,520.1,529.3,524.7
North Carolina,475.4,483.8,479.6,51078,Incidence,9650963,All Races,Male and Female,All Cancer Sites Combined,2011,524.7,533.9,529.3
North Carolina,458.1,466.3,462.2,50524,Incidence,9746175,All Races,Male and Female,All Cancer Sites Combined,2012,513.9,522.9,518.4
North Carolina,462.3,470.5,466.4,52330,Incidence,9841590,All Races,Male and Female,All Cancer Sites Combined,2013,527.2,536.3,531.7
North Carolina,457.5,465.5,461.5,53229,Incidence,9934399,All Races,Male and Female,All Cancer Sites Combined,2014,531.3,540.4,535.8
North Carolina,456.6,464.5,460.6,54429,Incidence,10035186,All Races,Male and Female,All Cancer Sites Combined,2015,537.8,547.0,542.4
North Dakota,445.1,477.6,461.1,3186,Incidence,644259,All Races,Male and Female,All Cancer Sites Combined,1999,477.5,512.0,494.5
North Dakota,443.5,475.7,459.4,3202,Incidence,642023,All Races,Male and Female,All Cancer Sites Combined,2000,481.6,516.3,498.7
North Dakota,449.8,482.1,465.7,3268,Incidence,639062,All Races,Male and Female,All Cancer Sites Combined,2001,494.0,529.2,511.4
North Dakota,453.6,486.0,469.6,3317,Incidence,638168,All Races,Male and Female,All Cancer Sites Combined,2002,502.2,537.8,519.8
North Dakota,449.4,481.6,465.3,3298,Incidence,638817,All Races,Male and Female,All Cancer Sites Combined,2003,498.8,534.2,516.3
North Dakota,448.9,480.9,464.7,3340,Incidence,644705,All Races,Male and Female,All Cancer Sites Combined,2004,500.6,535.9,518.1
North Dakota,465.1,497.6,481.2,3486,Incidence,646089,All Races,Male and Female,All Cancer Sites Combined,2005,521.8,557.8,539.6
North Dakota,462.0,494.2,477.9,3513,Incidence,649422,All Races,Male and Female,All Cancer Sites Combined,2006,523.2,559.1,540.9
North Dakota,471.4,503.8,487.4,3609,Incidence,652822,All Races,Male and Female,All Cancer Sites Combined,2007,534.9,571.2,552.8
North Dakota,453.7,485.3,469.3,3539,Incidence,657569,All Races,Male and Female,All Cancer Sites Combined,2008,520.6,556.2,538.2
North Dakota,444.7,475.9,460.1,3496,Incidence,664968,All Races,Male and Female,All Cancer Sites Combined,2009,508.5,543.5,525.7
North Dakota,450.3,481.5,465.7,3609,Incidence,674526,All Races,Male and Female,All Cancer Sites Combined,2010,517.7,552.8,535.0
North Dakota,457.0,488.1,472.4,3744,Incidence,685476,All Races,Male and Female,All Cancer Sites Combined,2011,528.8,564.0,546.2
North Dakota,455.7,486.8,471.0,3757,Incidence,702087,All Races,Male and Female,All Cancer Sites Combined,2012,518.1,552.5,535.1
North Dakota,431.9,462.0,446.7,3616,Incidence,724019,All Races,Male and Female,All Cancer Sites Combined,2013,483.3,516.0,499.4
North Dakota,429.1,458.8,443.7,3651,Incidence,739904,All Races,Male and Female,All Cancer Sites Combined,2014,477.6,509.7,493.4
North Dakota,431.3,460.8,445.9,3737,Incidence,756835,All Races,Male and Female,All Cancer Sites Combined,2015,478.1,509.9,493.8
Ohio,484.3,492.3,488.3,57128,Incidence,11335454,All Races,Male and Female,All Cancer Sites Combined,1999,499.9,508.1,504.0
Ohio,469.7,477.6,473.7,55855,Incidence,11363543,All Races,Male and Female,All Cancer Sites Combined,2000,487.5,495.6,491.5
Ohio,481.3,489.3,485.3,57656,Incidence,11387404,All Races,Male and Female,All Cancer Sites Combined,2001,502.2,510.5,506.3
Ohio,479.2,487.0,483.1,58032,Incidence,11407889,All Races,Male and Female,All Cancer Sites Combined,2002,504.6,512.9,508.7
Ohio,467.1,474.9,471.0,57265,Incidence,11434788,All Races,Male and Female,All Cancer Sites Combined,2003,496.7,504.9,500.8
Ohio,476.6,484.3,480.4,58894,Incidence,11452251,All Races,Male and Female,All Cancer Sites Combined,2004,510.1,518.4,514.3
Ohio,482.2,490.0,486.1,60215,Incidence,11463320,All Races,Male and Female,All Cancer Sites Combined,2005,521.1,529.5,525.3
Ohio,480.9,488.7,484.8,60824,Incidence,11481213,All Races,Male and Female,All Cancer Sites Combined,2006,525.6,534.0,529.8
Ohio,479.7,487.4,483.5,61626,Incidence,11500468,All Races,Male and Female,All Cancer Sites Combined,2007,531.6,540.1,535.9
Ohio,485.6,493.3,489.4,63322,Incidence,11515391,All Races,Male and Female,All Cancer Sites Combined,2008,545.6,554.2,549.9
Ohio,484.8,492.5,488.6,63996,Incidence,11528896,All Races,Male and Female,All Cancer Sites Combined,2009,550.8,559.4,555.1
Ohio,461.7,469.2,465.4,61937,Incidence,11540983,All Races,Male and Female,All Cancer Sites Combined,2010,532.5,540.9,536.7
Ohio,468.9,476.4,472.7,63635,Incidence,11544824,All Races,Male and Female,All Cancer Sites Combined,2011,546.9,555.5,551.2
Ohio,451.5,458.8,455.1,62193,Incidence,11550839,All Races,Male and Female,All Cancer Sites Combined,2012,534.2,542.7,538.4
Ohio,456.8,464.1,460.4,63888,Incidence,11570022,All Races,Male and Female,All Cancer Sites Combined,2013,547.9,556.5,552.2
Ohio,456.3,463.6,459.9,64614,Incidence,11594408,All Races,Male and Female,All Cancer Sites Combined,2014,553.0,561.6,557.3
Ohio,457.2,464.4,460.8,65422,Incidence,11605090,All Races,Male and Female,All Cancer Sites Combined,2015,559.4,568.1,563.7
Oklahoma,450.1,464.3,457.2,16094,Incidence,3437147,All Races,Male and Female,All Cancer Sites Combined,1999,461.0,475.5,468.2
Oklahoma,452.3,466.4,459.3,16346,Incidence,3454365,All Races,Male and Female,All Cancer Sites Combined,2000,466.0,480.5,473.2
Oklahoma,462.9,477.1,470.0,16853,Incidence,3467100,All Races,Male and Female,All Cancer Sites Combined,2001,478.8,493.5,486.1
Oklahoma,471.2,485.5,478.3,17352,Incidence,3489080,All Races,Male and Female,All Cancer Sites Combined,2002,490.0,504.8,497.3
Oklahoma,482.9,497.3,490.1,17981,Incidence,3504892,All Races,Male and Female,All Cancer Sites Combined,2003,505.6,520.6,513.0
Oklahoma,471.0,485.1,478.0,17771,Incidence,3525233,All Races,Male and Female,All Cancer Sites Combined,2004,496.7,511.6,504.1
Oklahoma,468.3,482.3,475.3,17887,Incidence,3548597,All Races,Male and Female,All Cancer Sites Combined,2005,496.7,511.5,504.1
Oklahoma,487.9,502.1,495.0,18971,Incidence,3594090,All Races,Male and Female,All Cancer Sites Combined,2006,520.4,535.4,527.8
Oklahoma,499.5,513.8,506.6,19771,Incidence,3634349,All Races,Male and Female,All Cancer Sites Combined,2007,536.4,551.6,544.0
Oklahoma,468.3,482.0,475.1,18870,Incidence,3668976,All Races,Male and Female,All Cancer Sites Combined,2008,507.0,521.7,514.3
Oklahoma,462.3,475.9,469.1,19009,Incidence,3717572,All Races,Male and Female,All Cancer Sites Combined,2009,504.1,518.6,511.3
Oklahoma,447.0,460.2,453.5,18684,Incidence,3759603,All Races,Male and Female,All Cancer Sites Combined,2010,489.9,504.1,497.0
Oklahoma,447.0,460.1,453.5,18981,Incidence,3786274,All Races,Male and Female,All Cancer Sites Combined,2011,494.2,508.5,501.3
Oklahoma,446.3,459.3,452.7,19217,Incidence,3817054,All Races,Male and Female,All Cancer Sites Combined,2012,496.4,510.6,503.5
Oklahoma,442.6,455.4,449.0,19399,Incidence,3852415,All Races,Male and Female,All Cancer Sites Combined,2013,496.5,510.7,503.6
Oklahoma,443.5,456.3,449.8,19723,Incidence,3877499,All Races,Male and Female,All Cancer Sites Combined,2014,501.6,515.8,508.7
Oklahoma,435.9,448.5,442.1,19761,Incidence,3907414,All Races,Male and Female,All Cancer Sites Combined,2015,498.7,512.8,505.7
Oregon,501.8,516.9,509.3,17611,Incidence,3393941,All Races,Male and Female,All Cancer Sites Combined,1999,511.3,526.6,518.9
Oregon,489.8,504.6,497.1,17454,Incidence,3429708,All Races,Male and Female,All Cancer Sites Combined,2000,501.4,516.5,508.9
Oregon,492.3,507.0,499.6,17855,Incidence,3467937,All Races,Male and Female,All Cancer Sites Combined,2001,507.3,522.5,514.9
Oregon,481.1,495.5,488.2,17872,Incidence,3513424,All Races,Male and Female,All Cancer Sites Combined,2002,501.2,516.2,508.7
Oregon,463.1,477.1,470.0,17580,Incidence,3547376,All Races,Male and Female,All Cancer Sites Combined,2003,488.3,503.0,495.6
Oregon,477.4,491.5,484.4,18483,Incidence,3569463,All Races,Male and Female,All Cancer Sites Combined,2004,510.4,525.3,517.8
Oregon,471.8,485.6,478.7,18723,Incidence,3613202,All Races,Male and Female,All Cancer Sites Combined,2005,510.8,525.7,518.2
Oregon,468.6,482.2,475.4,19126,Incidence,3670883,All Races,Male and Female,All Cancer Sites Combined,2006,513.7,528.5,521.0
Oregon,464.5,478.0,471.2,19402,Incidence,3722417,All Races,Male and Female,All Cancer Sites Combined,2007,513.9,528.6,521.2
Oregon,476.6,490.1,483.3,20415,Incidence,3768748,All Races,Male and Female,All Cancer Sites Combined,2008,534.3,549.2,541.7
Oregon,456.3,469.4,462.8,19966,Incidence,3808600,All Races,Male and Female,All Cancer Sites Combined,2009,517.0,531.6,524.2
Oregon,443.7,456.6,450.1,19836,Incidence,3838048,All Races,Male and Female,All Cancer Sites Combined,2010,509.7,524.1,516.8
Oregon,455.2,468.1,461.6,20788,Incidence,3868031,All Races,Male and Female,All Cancer Sites Combined,2011,530.1,544.8,537.4
Oregon,433.2,445.6,439.3,20339,Incidence,3899116,All Races,Male and Female,All Cancer Sites Combined,2012,514.5,528.8,521.6
Oregon,438.0,450.3,444.1,21025,Incidence,3925751,All Races,Male and Female,All Cancer Sites Combined,2013,528.4,542.9,535.6
Oregon,422.6,434.7,428.6,20775,Incidence,3968371,All Races,Male and Female,All Cancer Sites Combined,2014,516.4,530.7,523.5
Oregon,393.9,405.4,399.6,19883,Incidence,4024634,All Races,Male and Female,All Cancer Sites Combined,2015,487.2,500.9,494.0
Pennsylvania,498.7,506.2,502.5,70878,Incidence,12263805,All Races,Male and Female,All Cancer Sites Combined,1999,573.7,582.2,577.9
Pennsylvania,500.6,508.0,504.3,71377,Incidence,12284173,All Races,Male and Female,All Cancer Sites Combined,2000,576.8,585.3,581.0
Pennsylvania,521.1,528.7,524.9,74683,Incidence,12298970,All Races,Male and Female,All Cancer Sites Combined,2001,602.9,611.6,607.2
Pennsylvania,513.5,521.0,517.3,74124,Incidence,12331031,All Races,Male and Female,All Cancer Sites Combined,2002,596.8,605.5,601.1
Pennsylvania,502.3,509.7,506.0,73134,Incidence,12374658,All Races,Male and Female,All Cancer Sites Combined,2003,586.7,595.3,591.0
Pennsylvania,499.4,506.8,503.1,73126,Incidence,12410722,All Races,Male and Female,All Cancer Sites Combined,2004,585.0,593.5,589.2
Pennsylvania,500.8,508.1,504.4,73874,Incidence,12449990,All Races,Male and Female,All Cancer Sites Combined,2005,589.1,597.7,593.4
Pennsylvania,509.7,517.1,513.4,75996,Incidence,12510809,All Races,Male and Female,All Cancer Sites Combined,2006,603.1,611.8,607.4
Pennsylvania,512.3,519.6,515.9,77290,Incidence,12563937,All Races,Male and Female,All Cancer Sites Combined,2007,610.8,619.5,615.2
Pennsylvania,507.6,514.9,511.2,77431,Incidence,12612285,All Races,Male and Female,All Cancer Sites Combined,2008,609.6,618.3,613.9
Pennsylvania,505.7,513.0,509.3,77986,Incidence,12666858,All Races,Male and Female,All Cancer Sites Combined,2009,611.4,620.0,615.7
Pennsylvania,502.6,509.8,506.2,78463,Incidence,12712343,All Races,Male and Female,All Cancer Sites Combined,2010,612.9,621.6,617.2
Pennsylvania,507.6,514.9,511.3,80141,Incidence,12744293,All Races,Male and Female,All Cancer Sites Combined,2011,624.5,633.2,628.8
Pennsylvania,484.5,491.6,488.1,77487,Incidence,12771854,All Races,Male and Female,All Cancer Sites Combined,2012,602.4,611.0,606.7
Pennsylvania,488.5,495.5,492.0,78953,Incidence,12781338,All Races,Male and Female,All Cancer Sites Combined,2013,613.4,622.0,617.7
Pennsylvania,477.8,484.7,481.3,78126,Incidence,12790565,All Races,Male and Female,All Cancer Sites Combined,2014,606.5,615.1,610.8
Pennsylvania,479.6,486.6,483.1,79335,Incidence,12791904,All Races,Male and Female,All Cancer Sites Combined,2015,615.9,624.5,620.2
Rhode Island,526.0,553.3,539.5,6116,Incidence,1040402,All Races,Male and Female,All Cancer Sites Combined,1999,573.2,602.8,587.8
Rhode Island,526.5,553.7,539.9,6169,Incidence,1050268,All Races,Male and Female,All Cancer Sites Combined,2000,572.8,602.2,587.4
Rhode Island,522.0,548.9,535.3,6168,Incidence,1057142,All Races,Male and Female,All Cancer Sites Combined,2001,569.0,598.2,583.5
Rhode Island,524.9,551.9,538.2,6247,Incidence,1065995,All Races,Male and Female,All Cancer Sites Combined,2002,571.6,600.7,586.0
Rhode Island,502.4,528.6,515.4,6042,Incidence,1071342,All Races,Male and Female,All Cancer Sites Combined,2003,549.8,578.4,564.0
Rhode Island,519.2,545.8,532.4,6308,Incidence,1074579,All Races,Male and Female,All Cancer Sites Combined,2004,572.6,601.7,587.0
Rhode Island,497.2,523.3,510.1,6020,Incidence,1067916,All Races,Male and Female,All Cancer Sites Combined,2005,549.6,578.1,563.7
Rhode Island,515.8,542.3,528.9,6296,Incidence,1063096,All Races,Male and Female,All Cancer Sites Combined,2006,577.7,607.0,592.2
Rhode Island,520.5,547.1,533.7,6373,Incidence,1057315,All Races,Male and Female,All Cancer Sites Combined,2007,588.0,617.7,602.8
Rhode Island,507.6,533.8,520.6,6287,Incidence,1055003,All Races,Male and Female,All Cancer Sites Combined,2008,581.3,610.8,595.9
Rhode Island,501.3,527.4,514.2,6258,Incidence,1053646,All Races,Male and Female,All Cancer Sites Combined,2009,579.3,608.8,593.9
Rhode Island,461.8,486.8,474.2,5828,Incidence,1053337,All Races,Male and Female,All Cancer Sites Combined,2010,539.2,567.7,553.3
Rhode Island,468.7,493.8,481.1,5961,Incidence,1052451,All Races,Male and Female,All Cancer Sites Combined,2011,552.1,581.0,566.4
Rhode Island,481.3,506.6,493.8,6237,Incidence,1052901,All Races,Male and Female,All Cancer Sites Combined,2012,577.8,607.3,592.4
Rhode Island,476.9,501.9,489.3,6233,Incidence,1053033,All Races,Male and Female,All Cancer Sites Combined,2013,577.3,606.8,591.9
Rhode Island,467.0,491.7,479.2,6186,Incidence,1054480,All Races,Male and Female,All Cancer Sites Combined,2014,572.1,601.4,586.6
Rhode Island,446.1,470.2,458.0,5961,Incidence,1055607,All Races,Male and Female,All Cancer Sites Combined,2015,550.5,579.2,564.7
South Carolina,476.8,490.7,483.7,18872,Incidence,3974682,All Races,Male and Female,All Cancer Sites Combined,1999,468.1,481.6,474.8
South Carolina,469.7,483.3,476.5,18977,Incidence,4024223,All Races,Male and Female,All Cancer Sites Combined,2000,464.9,478.3,471.6
South Carolina,480.4,494.0,487.2,19768,Incidence,4064995,All Races,Male and Female,All Cancer Sites Combined,2001,479.5,493.1,486.3
South Carolina,498.6,512.4,505.4,20946,Incidence,4107795,All Races,Male and Female,All Cancer Sites Combined,2002,503.0,516.9,509.9
South Carolina,479.6,492.9,486.2,20670,Incidence,4150297,All Races,Male and Female,All Cancer Sites Combined,2003,491.3,504.9,498.0
South Carolina,478.7,491.9,485.2,21162,Incidence,4210921,All Races,Male and Female,All Cancer Sites Combined,2004,495.8,509.4,502.6
South Carolina,485.1,498.2,491.6,21989,Incidence,4270150,All Races,Male and Female,All Cancer Sites Combined,2005,508.2,521.8,514.9
South Carolina,480.4,493.3,486.8,22604,Incidence,4357847,All Races,Male and Female,All Cancer Sites Combined,2006,512.0,525.5,518.7
South Carolina,484.1,496.8,490.4,23576,Incidence,4444110,All Races,Male and Female,All Cancer Sites Combined,2007,523.7,537.3,530.5
South Carolina,470.4,482.8,476.6,23660,Incidence,4528996,All Races,Male and Female,All Cancer Sites Combined,2008,515.8,529.1,522.4
South Carolina,465.7,477.8,471.7,24012,Incidence,4589872,All Races,Male and Female,All Cancer Sites Combined,2009,516.6,529.8,523.2
South Carolina,470.4,482.5,476.4,24865,Incidence,4635943,All Races,Male and Female,All Cancer Sites Combined,2010,529.7,543.1,536.4
South Carolina,463.1,475.0,469.0,25039,Incidence,4672637,All Races,Male and Female,All Cancer Sites Combined,2011,529.2,542.5,535.9
South Carolina,459.3,471.0,465.1,25712,Incidence,4720760,All Races,Male and Female,All Cancer Sites Combined,2012,538.0,551.4,544.7
South Carolina,449.7,461.1,455.4,25839,Incidence,4767894,All Races,Male and Female,All Cancer Sites Combined,2013,535.3,548.6,541.9
South Carolina,445.8,457.0,451.4,26320,Incidence,4828430,All Races,Male and Female,All Cancer Sites Combined,2014,538.5,551.7,545.1
South Carolina,447.3,458.4,452.8,27234,Incidence,4894834,All Races,Male and Female,All Cancer Sites Combined,2015,549.8,563.0,556.4
South Dakota,469.5,500.1,484.6,3950,Incidence,757972,All Races,Male and Female,All Cancer Sites Combined,2001,505.0,537.6,521.1
South Dakota,512.2,543.9,527.9,4336,Incidence,760020,All Races,Male and Female,All Cancer Sites Combined,2002,553.7,587.8,570.5
South Dakota,468.3,498.6,483.2,4007,Incidence,763729,All Races,Male and Female,All Cancer Sites Combined,2003,508.5,541.2,524.7
South Dakota,462.9,492.8,477.7,4031,Incidence,770396,All Races,Male and Female,All Cancer Sites Combined,2004,507.2,539.6,523.2
