YEAR,POPULATION,COUNT,AGE_ADJUSTED_RATE,AREA
2012,12771854,77487.0,488.1,Pennsylvania
2013,12781338,78953.0,492.0,Pennsylvania
2014,12790565,78126.0,481.3,Pennsylvania
2015,12791904,79335.0,483.1,Pennsylvania
1999,1040402,6116.0,539.5,Rhode Island
2000,1050268,6169.0,539.9,Rhode Island
2001,1057142,6168.0,535.3,Rhode Island
2002,1065995,6247.0,538.2,Rhode Island
2003,1071342,6042.0,515.4,Rhode Island
2004,1074579,6308.0,532.4,Rhode Island
2005,1067916,6020.0,510.1,Rhode Island
2006,1063096,6296.0,528.9,Rhode Island
2007,1057315,6373.0,533.7,Rhode Island
2008,1055003,6287.0,520.6,Rhode Island
2009,1053646,6258.0,514.2,Rhode Island
2010,1053337,5828.0,474.2,Rhode Island
2011,1052451,5961.0,481.1,Rhode Island
2012,1052901,6237.0,493.8,Rhode Island
2013,1053033,6233.0,489.3,Rhode Island
2014,1054480,6186.0,479.2,Rhode Island
2015,1055607,5961.0,458.0,Rhode Island
1999,3974682,18872.0,483.7,South Carolina
2000,4024223,18977.0,476.5,South Carolina
2001,4064995,19768.0,487.2,South Carolina
2002,4107795,20946.0,505.4,South Carolina
2003,4150297,20670.0,486.2,South Carolina
2004,4210921,21162.0,485.2,South Carolina
2005,4270150,21989.0,491.6,South Carolina
2006,4357847,22604.0,486.8,South Carolina
2007,4444110,23576.0,490.4,South Carolina
2008,4528996,23660.0,476.6,South Carolina
2009,4589872,24012.0,471.7,South Carolina
2010,4635943,24865.0,476.4,South Carolina
2011,4672637,25039.0,469.0,South Carolina
2012,4720760,25712.0,465.1,South Carolina
2013,4767894,25839.0,455.4,South Carolina
2014,4828430,26320.0,451.4,South Carolina
2015,4894834,27234.0,452.8,South Carolina
2001,757972,3950.0,484.6,South Dakota
2002,760020,4336.0,527.9,South Dakota
2003,763729,4007.0,483.2,South Dakota
2004,770396,4031.0,477.7,South Dakota
2005,775493,3929.0,460.8,South Dakota
2006,783033,3850.0,442.6,South Dakota
2007,791623,4167.0,470.8,South Dakota
2008,799124,4137.0,460.0,South Dakota
2009,807067,4281.0,469.1,South Dakota
2010,816325,4211.0,452.3,South Dakota
2011,824398,4526.0,477.3,South Dakota
2012,834441,4337.0,450.7,South Dakota
2013,844922,4540.0,462.0,South Dakota
2014,852561,4565.0,458.4,South Dakota
2015,857919,4406.0,433.1,South Dakota
1999,5638706,22073.0,389.7,Tennessee
2000,5703719,23148.0,402.4,Tennessee
2001,5750789,23382.0,400.5,Tennessee
2002,5795918,24325.0,409.1,Tennessee
2003,5847812,25968.0,429.2,Tennessee
2004,5910809,27758.0,450.6,Tennessee
2005,5991057,30284.0,480.2,Tennessee
2006,6088766,31063.0,479.7,Tennessee
2007,6175727,32193.0,484.6,Tennessee
2008,6247411,33045.0,485.4,Tennessee
2009,6306019,34149.0,491.8,Tennessee
2010,6356671,34037.0,479.4,Tennessee
2011,6397634,34625.0,476.4,Tennessee
2012,6454306,34687.0,467.9,Tennessee
2013,6494821,34927.0,461.6,Tennessee
2014,6544663,34848.0,450.9,Tennessee
2015,6595056,36244.0,459.8,Tennessee
1999,20558220,80618.0,468.7,Texas
2000,20944499,83164.0,472.5,Texas
2001,21319622,87573.0,487.3,Texas
2002,21690325,88719.0,481.5,Texas
2003,22030931,89878.0,476.4,Texas
2004,22394023,90643.0,468.4,Texas
2005,22773020,92577.0,465.2,Texas
2006,23359580,94586.0,458.7,Texas
2007,23831983,99176.0,466.5,Texas
2008,24309039,99946.0,456.0,Texas
2009,24801761,101250.0,447.8,Texas
2010,25244310,100091.0,430.3,Texas
2011,25646389,101437.0,422.3,Texas
2012,26071655,103093.0,416.5,Texas
2013,26473525,104937.0,411.9,Texas
2014,26944751,107211.0,408.0,Texas
2015,27429639,107271.0,396.0,Texas
1999,2203482,6628.0,416.3,Utah
2000,2244502,6560.0,402.2,Utah
2001,2283715,7012.0,419.6,Utah
2002,2324815,7177.0,416.6,Utah
2003,2360137,7484.0,423.1,Utah
2004,2401580,7772.0,426.9,Utah
2005,2457719,7931.0,420.2,Utah
2006,2525507,8317.0,423.8,Utah
2007,2597746,8526.0,419.7,Utah
2008,2663029,8861.0,421.8,Utah
2009,2723421,9131.0,421.0,Utah
2010,2775326,9523.0,425.8,Utah
2011,2816124,9759.0,425.1,Utah
2012,2855782,9763.0,412.0,Utah
2013,2902663,9780.0,400.1,Utah
2014,2941836,10101.0,400.8,Utah
2015,2990632,10412.0,400.8,Utah
1999,604683,3186.0,515.6,Vermont
2000,609618,3098.0,490.7,Vermont
2001,612223,3210.0,499.9,Vermont
2002,615442,3212.0,490.3,Vermont
2003,617858,3352.0,505.3,Vermont
2004,619920,3387.0,499.4,Vermont
2005,621215,3464.0,501.8,Vermont
2006,622892,3721.0,529.4,Vermont
2007,623481,3607.0,502.2,Vermont
2008,624151,3536.0,480.0,Vermont
2009,624817,3731.0,500.0,Vermont
2010,625982,3675.0,483.3,Vermont
2011,626730,3664.0,474.5,Vermont
2012,626444,3640.0,461.1,Vermont
2013,627140,3586.0,446.6,Vermont
2014,626984,3759.0,461.1,Vermont
2015,626088,3625.0,435.6,Vermont
1999,7000174,28776.0,434.9,Virginia
2000,7105817,29616.0,438.4,Virginia
2001,7198362,29034.0,421.5,Virginia
2002,7286873,30607.0,433.9,Virginia
2003,7366977,32886.0,458.2,Virginia
2004,7475575,33525.0,456.2,Virginia
2005,7577105,34612.0,459.3,Virginia
2006,7673725,35390.0,459.4,Virginia
2007,7751000,37307.0,472.1,Virginia
2008,7833496,37392.0,463.0,Virginia
2009,7925937,37959.0,458.7,Virginia
2010,8025773,36554.0,430.5,Virginia
2011,8110035,37486.0,431.5,Virginia
2012,8192048,37159.0,418.3,Virginia
2013,8262692,38769.0,425.2,Virginia
2014,8317372,39296.0,421.2,Virginia
2015,8367587,38420.0,401.7,Virginia
1999,5842564,28172.0,517.7,Washington
2000,5910512,28083.0,506.7,Washington
2001,5985722,29372.0,520.0,Washington
2002,6052349,29655.0,512.3,Washington
2003,6104115,29826.0,504.6,Washington
2004,6178645,30715.0,505.9,Washington
2005,6257305,31437.0,504.9,Washington
2006,6370753,31880.0,497.5,Washington
2007,6461587,31379.0,476.0,Washington
2008,6562231,33317.0,492.8,Washington
2009,6667426,34242.0,491.6,Washington
2010,6743226,34455.0,481.4,Washington
2011,6822520,35095.0,478.9,Washington
2012,6895226,35078.0,465.8,Washington
2013,6968006,35219.0,455.0,Washington
2014,7054196,35380.0,445.2,Washington
2015,7160290,35389.0,431.8,Washington
1999,1811799,10537.0,502.1,West Virginia
2000,1807021,10615.0,503.3,West Virginia
2001,1801481,10955.0,515.8,West Virginia
2002,1805414,10756.0,501.6,West Virginia
2003,1812295,10530.0,486.1,West Virginia
2004,1816438,10773.0,493.4,West Virginia
2005,1820492,11105.0,502.9,West Virginia
2006,1827912,11288.0,504.8,West Virginia
2007,1834052,11588.0,509.7,West Virginia
2008,1840310,11339.0,493.6,West Virginia
2009,1847775,11415.0,491.0,West Virginia
2010,1854230,11297.0,480.6,West Virginia
2011,1854972,11741.0,494.3,West Virginia
2012,1856560,11487.0,477.6,West Virginia
2013,1853231,11629.0,477.0,West Virginia
2014,1848514,11462.0,469.1,West Virginia
2015,1841053,11548.0,467.7,West Virginia
1999,5332666,26902.0,496.1,Wisconsin
2000,5373999,26730.0,487.6,Wisconsin
2001,5406835,28095.0,506.6,Wisconsin
2002,5445162,27332.0,485.7,Wisconsin
2003,5479203,27478.0,480.4,Wisconsin
2004,5514026,27896.0,480.3,Wisconsin
2005,5546166,27938.0,473.7,Wisconsin
2006,5577655,28822.0,481.5,Wisconsin
2007,5610775,29618.0,485.8,Wisconsin
2008,5640996,30122.0,484.9,Wisconsin
2009,5669264,30299.0,479.7,Wisconsin
2010,5690263,30728.0,478.9,Wisconsin
2011,5709640,31795.0,485.2,Wisconsin
2012,5726177,31163.0,466.8,Wisconsin
2013,5742854,31605.0,465.7,Wisconsin
2014,5758377,32201.0,465.2,Wisconsin
2015,5767891,32102.0,456.4,Wisconsin
1999,491780,2205.0,471.9,Wyoming
2000,494300,2231.0,465.1,Wyoming
2001,494657,2227.0,457.4,Wyoming
2002,500017,2224.0,444.1,Wyoming
2003,503453,2369.0,462.8,Wyoming
2004,509106,2363.0,451.8,Wyoming
2005,514157,2297.0,428.0,Wyoming
2006,522667,2477.0,454.6,Wyoming
2007,534876,2457.0,436.4,Wyoming
2008,546043,2543.0,438.8,Wyoming
2009,559851,2537.0,427.4,Wyoming
2010,564513,2655.0,433.6,Wyoming
2011,567725,2700.0,438.3,Wyoming
2012,576765,2540.0,399.7,Wyoming
2013,582684,2544.0,386.6,Wyoming
2014,583642,2659.0,401.8,Wyoming
2015,586555,2630.0,391.9,Wyoming
