YEAR,POPULATION,COUNT,AGE_ADJUSTED_RATE,AREA
2010,2775326,2810.0,133.0,Utah
2011,2816124,2746.0,125.6,Utah
2012,2855782,2876.0,128.8,Utah
2013,2902663,2971.0,128.1,Utah
2014,2941836,3042.0,127.8,Utah
2015,2990632,3091.0,126.0,Utah
1999,604683,1255.0,203.9,Vermont
2000,609618,1240.0,197.5,Vermont
2001,612223,1249.0,196.2,Vermont
2002,615442,1224.0,188.5,Vermont
2003,617858,1210.0,183.9,Vermont
2004,619920,1212.0,180.1,Vermont
2005,621215,1202.0,176.1,Vermont
2006,622892,1214.0,173.2,Vermont
2007,623481,1346.0,188.7,Vermont
2008,624151,1279.0,176.2,Vermont
2009,624817,1254.0,169.2,Vermont
2010,625982,1392.0,182.6,Vermont
2011,626730,1347.0,175.8,Vermont
2012,626444,1325.0,164.7,Vermont
2013,627140,1318.0,164.3,Vermont
2014,626984,1379.0,167.9,Vermont
2015,626088,1399.0,165.4,Vermont
1999,7000174,13365.0,209.5,Virginia
2000,7105817,13528.0,207.9,Virginia
2001,7198362,13345.0,200.8,Virginia
2002,7286873,13600.0,200.3,Virginia
2003,7366977,13781.0,198.5,Virginia
2004,7475575,13384.0,189.0,Virginia
2005,7577105,13877.0,190.6,Virginia
2006,7673725,13828.0,185.8,Virginia
2007,7751000,14009.0,184.1,Virginia
2008,7833496,13983.0,179.4,Virginia
2009,7925937,14122.0,176.4,Virginia
2010,8025773,14078.0,171.7,Virginia
2011,8110035,14374.0,170.8,Virginia
2012,8192048,14294.0,165.2,Virginia
2013,8262692,14414.0,162.3,Virginia
2014,8317372,14749.0,161.6,Virginia
2015,8367587,14947.0,159.6,Virginia
1999,5842564,10653.0,198.6,Washington
2000,5910512,10668.0,195.3,Washington
2001,5985722,10802.0,194.3,Washington
2002,6052349,10858.0,190.8,Washington
2003,6104115,11064.0,190.7,Washington
2004,6178645,10989.0,184.9,Washington
2005,6257305,11048.0,181.4,Washington
2006,6370753,11055.0,175.9,Washington
2007,6461587,11568.0,179.4,Washington
2008,6562231,11618.0,175.9,Washington
2009,6667426,11922.0,175.1,Washington
2010,6743226,11874.0,169.6,Washington
2011,6822520,12002.0,166.8,Washington
2012,6895226,11951.0,161.8,Washington
2013,6968006,11928.0,156.4,Washington
2014,7054196,12205.0,155.5,Washington
2015,7160290,12687.0,156.7,Washington
1999,1811799,4762.0,224.4,West Virginia
2000,1807021,4753.0,222.7,West Virginia
2001,1801481,4685.0,218.5,West Virginia
2002,1805414,4652.0,214.7,West Virginia
2003,1812295,4610.0,211.2,West Virginia
2004,1816438,4694.0,212.3,West Virginia
2005,1820492,4617.0,207.6,West Virginia
2006,1827912,4613.0,204.0,West Virginia
2007,1834052,4690.0,204.3,West Virginia
2008,1840310,4605.0,197.9,West Virginia
2009,1847775,4786.0,203.3,West Virginia
2010,1854230,4685.0,196.6,West Virginia
2011,1854972,4782.0,199.7,West Virginia
2012,1856560,4684.0,191.2,West Virginia
2013,1853231,4718.0,190.7,West Virginia
2014,1848514,4880.0,194.6,West Virginia
2015,1841053,4839.0,189.7,West Virginia
1999,5332666,10755.0,195.1,Wisconsin
2000,5373999,10638.0,190.7,Wisconsin
2001,5406835,10777.0,191.0,Wisconsin
2002,5445162,10828.0,189.5,Wisconsin
2003,5479203,10648.0,183.1,Wisconsin
2004,5514026,10861.0,184.6,Wisconsin
2005,5546166,10943.0,182.9,Wisconsin
2006,5577655,10925.0,180.1,Wisconsin
2007,5610775,10963.0,177.3,Wisconsin
2008,5640996,11185.0,177.8,Wisconsin
2009,5669264,10866.0,169.5,Wisconsin
2010,5690263,11279.0,173.8,Wisconsin
2011,5709640,11608.0,174.8,Wisconsin
2012,5726177,11252.0,166.0,Wisconsin
2013,5742854,11425.0,164.8,Wisconsin
2014,5758377,11393.0,161.8,Wisconsin
2015,5767891,11423.0,159.5,Wisconsin
1999,491780,899.0,195.3,Wyoming
2000,494300,868.0,184.9,Wyoming
2001,494657,923.0,194.3,Wyoming
2002,500017,859.0,177.2,Wyoming
2003,503453,943.0,189.1,Wyoming
2004,509106,875.0,172.1,Wyoming
2005,514157,886.0,169.3,Wyoming
2006,522667,927.0,174.5,Wyoming
2007,534876,940.0,173.4,Wyoming
2008,546043,874.0,157.0,Wyoming
2009,559851,936.0,163.8,Wyoming
2010,564513,1016.0,170.1,Wyoming
2011,567725,936.0,155.9,Wyoming
2012,576765,955.0,154.2,Wyoming
2013,582684,946.0,147.8,Wyoming
2014,583642,922.0,141.1,Wyoming
2015,586555,931.0,139.7,Wyoming
